pos	rup	ron
sf pl?	halle	spaţiul dintre perete şi acoperiş
sf pl?	halle	streaşină
sm	hâlvângi, hâlvângeadz	halvagiu
sm	hâlvă, hâlvadz	halva
sf	hâmâlâki	hamalâc - ocupaţie
adv	hâmâleashti	hamalesc - ca un hamal
adj	hâmâlescu	hamal, de
sf	hâmâliki	hamalâc - ocupaţie
sm+f	hâmalu	hamal
sf	hâmami	baie turcească
sf	hâmbari	hambar
sf	hambilumâ	depresiune
adv	hambla	jos
vb 4	hâmblusescu	deprecia, v
vb 4	hâmblusescu	jos a se lăsa, v
vb 1	hâminedzu	tempera, v
adj	haminu	călduţ
adj	haminu	lejer
adj	haminu	liber
adv	hamna	rău
sf	hamomilâ	muşeţel
prefix	hamu -	semi
sf	hamu-arâdeari	zâmbire
vb 3+2	hamu-arâdu	surâde, v
sn	hamu-arâsu	surâs
adv	handa	adânc
sn	hândacu	groapă
sn	hândacu	şanţ
vb 4	hândâcusescu - mi	afunda, v
vb 4	hândâcusescu - mi	cufunda, v
vb 4	hândâcusescu - mi	înfunda, v
vb 4	hândâcusescu - mi	neferici - fig
vb 4	hândâcusescu - mi	nenoroci - fig
sf	hândaki	groapă
sf	hândaki	şanţ
adj	hândosu	adânc
adv	hândosu	adânc
adj	hândosu	profund
adv	hândosu	profund
sf	hângearâ	hanger
sf	hângearâ	sabie
sn	hângearu	hanger
sn	hângearu	sabie
sm+f	hângi, hângeadz	hangiu
sf	hani	han
sf	hani	hotel
sf	hani	restaurant
sn	hânjaru	hanger
sn	hânjeaticu	cheltuială de han
sf	hanumsâ	cadână - femeie turcă
sf	hapâ	pilulă
sf	haphi	pilulă
sm	hap-hup	mâncău
sm	hâpsânău	închisoare
vb	hâpsânescu	încarcera
vb	hâpsânescu	întemniţa
sf	hâpsani	închisoare
sm+f	hâpsânitu	puşcăriaş
sf	hapsi	închisoare
sn	hapu	pilulă
vb 4	hâpuescu	hăpăi, v
vb 4	hâpuescu	mânca în grabă, v
invar	hara	ferice
sm	harabeljiu	vrabie
sm	harabeu	vrabie
sf	haracast(r)ã	coţofană
sf	haraci	haraci - tribut
sf	haraci	tribut
sf	hâraci	tribut
adj	hârâcopu	fericit
adj	hârâcopu	vesel
sn	haractiru	caracter
sn	haractiru	fire
sm	haracu	linie
sm	haracu	riglă
sf	hârâculji	coţofană
sf	hârâcupilji	voioşie
sm	hârâfiljiu	vrabie
sf	haragmâ	zori
sf	hârâhastâ	coţofană
sf	hârâhaxâ	coţofană
sf	hârâhulji	coţofană
sf	hârai, hârăi	balot
invar	haraimerâ	zori de zi
vb 4	hârâkescu	sforăi, v
sf	hâraki	linie - riglă
sm+f	hârâmgi, hârâmgioanji	parazit
sf	harami	haram - pomană, nemeritat
adv	harami	haram, de
adv	harami	nemeritat
invar	harami	ruşine
adv	hârami	haram, de
adv	hârami	nemeritat
sm	hârâmitu	haiduc
sm	haramiu	haiduc
sm	haramiu	hoţ
sm	haramufai, haramufaianj	pierde-vară
sf	harao	bucurie
sf	harao	nuntă - fig
sf	hârapâ	dărăpănătură
sf	hârapâ	ruină
sf	hârapi	dărăpănătură
sf	hârapi	ruină
sm	hâraru	balot
sn	hâraru	balot
sm	hâraru	sac de lână mare
sn	hâraru	sac de lână mare
vb 4	hârâsescu - mi	bucura, v
vb 4	hârâsescu - mi	mângâia, v
sf	harasmâ	zori de zi
sf	haratsumâ	bir
sf	harauâ	bucurie
sf	harauâ	nuntă
vb impers	hârâxescu - mi	crăpa de zi, v
vb 4	hârâxescu - mi	cresta, v
vb 4	hârâxescu - mi	zgâria, v
sf fpl	hârâxitâ	zori de zi
sf fpl	hârâyii	zori de zi
sf	harazmâ	zori de zi
sf	hâră	har
sf	harbâ	suliţă
sf	hârbii	vergea pt puşcă
sf	hârboalâ	flegmă
vb 1	hârbuledzu	sforăi, v
vb 4	hârbulescu	sforăi, v
adj	hârbutu	gurmand
adj	hârbutu	lacom - gurmand
sf	hârdalâ	hârdău - vas de lemn
sf	harei	bucurie
sf	harei	nuntă - fig
sf	haremi	harem
sf	harengi	hering - peşte
vb 4	hârescu - mi	hrăni, v
adj	hareshu	drăgălaş
adj	hareshu	graţios
sf	harfâ	harpă - instrument
vb 4	hârgescu	cheltui, v
sf	hârghii	auroră
sf	hârghii	zori de zi
sf	hargi	cheltuială
sf	hârgii	zori de zi
sf	hârgilâki	cheltuială
sf	hârgiri	cheltuire
vb 4	hârgiuescu	cheltui, v
adj	hârgiuitoru	cheltuitor
sm	harhabelu	vrabie
sf	hârhalâ	pământ steril
sf	hârhalji	creasta cocoşului -
sn	hârhaljiu	creasta cocoşului
sn	hârhândeljiu	coi
sn	hârhândeljiu	testicul
vb 4	hârhârescu	râde în hohote, v
sf	hârhastâ	coţofană
sf	hârhidhâ	rac
sf	hari, hări	bunătăţi
sf	hari, hări	cadou
sf	hari, hări	calitate
sf	hari, hări	farmec
sf	hari, hări	favor
sf	hari, hări	gratitudine
sf	hari, hări	graţie
sf	hari, hări	har
sf	hari, hări	putere sfântă
sf	hari, hări	talent
sf	hârii	folos
adj	hâriosu	bucuros
adv	hâriosu	vesel
vb 4	hârisescu - mi	bucura, v
vb 4	hârisescu - mi	felicita
adj	harishu	drăgălaş
adj	harishu	graţios
sf	harismâ	graţie
vb 4	hârjescu	cheltui, v
vb 4	hârkescu	sforăi, v
sm	hârkinu	cancer
sf	hârkiri	sforăi, v
adj	hârlâputu	gurmand
adj	hârlâticu	noroc, cu
adj	hârlâticu	norocos
invar	hârlu	gata
vb 4	hârnescu - mi	hrăni, v
adj	hârosu	bucuros
adv	hârosu	vesel
sf	hârpâ	flegmă
vb 4	hârpuescu	flegma, v
vb 4	hârsescu - mi	bucura, v
vb 4	hârsescu - mi	mângâia, v
sf fpl	hartâ	datorită
sf fpl	hartâ	graţie
sf	hartâ	hartă
sf	hârtâ	ogar
sf	hârtaki	carte de joc
sf	hârtii	hârtie
adj	hârtu	lacom - gurmand
sm	hartupexi, hartupexeanj	jucător
numâ	Haru	Charon - zeul morţii
sm	haru	moartea
adj	hârvâljisitu	holbat
adj	harvalu	dărăpănat
adj	harvalu	hodorogit
adj	harvalu	ruinat
sf	hâryii	aurora
sf	hâryii	zori de zi
vb 4	hârzâescu	necesar a fi, v
vb 4	hârzâescu	trebui, v
vb 4	hârzescu	dărui, v
vb 4	hârzescu	estima, v
vb 4	hârzescu	preţui, v
vb 4	hârzescu	valora, v
adj	hârzitoru	dăruitor
adj	hârzitu	dăruit
sm	hâsâbă, hâsâbadz	oraş
sm+f	hâsâdhyearu	colăcar - duce colacul de nuntă
sf	hâsâmnitsâ	măcelărie
sm	hâsâpă, hâsâpadz	oraş
adj	hâsâpescu	măcelăresc, de măcelar
sf	hâsâplâki	măcelar , meserie
sm	hasapljio, hasapljeadz	măcelărie
sf	hâsâpnitsâ	măcelărie
sm	hâsapu	măcelar
sm+f	hâsâvyearu	colăcar - duce colacul de nuntă
sm+f	hâsâvyearu	crainic
invar	hasca	gură-cască
invar	hasca	obicei la Lăsata Secului
sf fpl	hascâ	fin - de calitate
sm+f	hascanifuru	gură-cască
adj	hascanifuru	nătăfleţ
sm+f	hascanifuru	nătăfleţ
sf	hâscari	căscat
adj	hâscatu	căscat
vb 1	hascu	căsca, v
sm fpl	hascu	fin - de calitate
sm fpl	hascu	superior - de calitate
sm	hase, haseadz	pânză de Olanda
sf	hâseanlâki	antipatie
sf	hâseanlâki	duşmănie
sf	hâseanlâki	ostilitate
sf	haselâ	cufăr
sf	haselâ	ladă
sf	haselâ	ladă de zestre
adv	hasha	tăgadă
sf	hâshcâ	coţofană
sf	hashcâ, hăshti	cioară
locu	Hâshi	Regiune între Grebeni şi Calambaca
sf fpl	hashishu	opiu
sm	hâshotu	locuitor din Hâshi
sf	hâshti	imbold
sf	hâshti	termen
sf	hashutu-hoarâ	satul hâşoţilor
sm	hasidhearu	colăcar - duce colacul de nuntă
sn	hâsiljiu	orz
sm	hasmu	duşman
sm	hasu	as - la cărţi
adj	hasu	fin - de calitate
adj	hasu	pur
sf	hasumeri	pierdere de timp
vb 4	hâsumirsescu	pierde timp, v
vb 4	hâsumirsescu	pregeta, v - pierde timp
sf	hâtai	detriment, în
sf	hâtai	eroare
sf	hâtai	greşeală
sf	hâtai	pagubă
adj	hâtârgi	păsuitor
adj	hâtârgi	serviabil
adj	hâtârgi	tolerant
sf	hâtâri	hatâr
sf	hâtâri	plac
sf	hâtâri	plăcere
sf	hâtâri	poftă
sf	hatrâ	hatâr - plăcere, concesie
sm	hatu	armăsar
sf fpl	hauâ	abis
sf fpl	hauâ	prăpastie
sn	hauâ, hăuri	abis
sn	hauâ, hăuri	prăpastie
vb 4	hâusescu - mi	adânci, v
vb 4	hâusescu - mi	cufunda, v
vb 4	hâusescu - mi	înfunda, v
sf	hâvai	aer
sf	hâvai	climă
sf	hâvai	melodie
sm	havale, havaledz	belea
sm	havale, havaledz	grijă
sm	havale, havaledz	îndatorire
sf	hâvani	piuă din bronz
sm	hâvă	arie de cântec
sm	hâvă	climă
sm	hâvă	părere
sf	havrâ, hăvri	sinagogă
sf	hâvuzi	bazin cu apă
sn	hâvyearu	icre
adj	hâzârcu	gata
adj	hâzârcu	pregătit
adv	hâzâri	gata
sf fpl	hazi	agrement
sf fpl	hazi	haz
sf fpl	hazi	plăcere
sm pl?	hazmu	adversar
sm pl?	hazmu	concurent
sm pl?	hazmu	duşman
sm pl?	hazmu	inamic
sm pl?	hazmu	rival
sm	hazmu, hazmadz	galben-monedă
vb 4	hâzmusescu	duşmăni, v
sm	hâznâtaru	trezorier
sm	hâznâtaru	vistiernic
sm	hâznă	hazna
sm	hâznă	tresorerie
sm	hâznă(u)	hazna
sm+f	hazo, hazeauâ, hazadz, hazeali	prost
sf	hazumarâ, hazumări	prostie
sf	hâzuri	tihnă
sm+f	hazuscu	prost
vb 4	hâzusescu	îndobitoci, v
vb 4	hâzusescu	înnebuni
vb 4	hâzusescu	prosti, v
sf	hărâ	har
sn	hău	abis
sn	hău	prăpastie
sf	heamâ	dulceaţă de must
adv	heamâ	puţin
adj	heaminu	feminin
adv	heamu	puţin
sm	hearhicu	piersic
sf	hearhirâ	fată tânără- fig
sf	hearhirâ	piersică
sf	hearhirâ	vulvă - fig
sm	hearhiru	piersic
sf	hearhitâ	piersică
sf	hearhitâ	tânără fată - fig
sf	hearhitâ	vulvă
sm	hearhitu	piersic
sf	heari	fiere
sf	heari	răutate
sf	heavrâ	bondar
sf	heavrâ	disperare - fig
sf	heavrâ	febră
sf	heavrâ	fierbânţeală
sf	heavrâ	fior
sf	heavrâ	friguri
invar	heca	termen la joc de copii
invar	hecâ	termen la joc de copii
sf	helji	ţipar
sf fpl	herâ	lipsă
vb 4	herâsescu - mi	despărţi de..., v
vb 4	herâsescu - mi	lipsi, v
vb 4	herâsescu - mi	priva, v
vb 4	herâsescu - mi	separa, v
vb 3+2	herbu	fierbe, v
sf	herhicâ	piersică
sm	herhicu	piersic
sm	herhiru	piersic
mesu 05	Heristi	Iunie
adj	hertu	fiert
sn	heru	fier
sn	heru	fier de călcat
sf	hicâ	smokină
sf	hicâ	vulvă
sn	hicatu	ficat
sn	hicatu	inimă - fig
sn	hicatu	iubire - fig
sn	hicatu	suflet - fig
adv	hici	deloc
sm	hicu	smokin
sf	hidzeari	înfigere
sf	hidziri	înfigere
vb 3+2	higu	înfige, v
sm+f	hilandru	adolescent
sm	hilandru	băieţandru
sm	hilandru	tânăr
sf	hilârii	veselie
sf	hilidhonâ	rândunică
sf	hilidhrunjeauâ	iarba rândunicii
sf	hilieti	nedreptate
sn	hiljeanu	scobitori
sf	hiljearcâ	bancnota de o mie
sf	hiljearcâ	sticlă de 2,5 l
sm+f	hiljeastru	fiu adoptiv
sf	hilji	fiică
sm+f	hiljinu	fin
sm	hiljioru	finuţ
sm	hiljiu	fiu
adv	hima	jos, în
adv	hima	vale, la
sf fpl	himâ	aval
sf fpl	himâ	furie
sf fpl	himâ	prăpastie
adj	himâzicu	puţintel
adj	himâzicu	un pic
sf pl	himi	durerile naşterii
adj	himilu	galben deschis
adj	himosu	năvalnic
vb 4 aj	himu	sunt, a fi, să fiu
sm	himunicu	pepene verde
vb 4	himusescu - mi	năpusti, v
vb 4	himusescu - mi	năvăli, v
vb 4	himusescu - mi	repezi, v
sf	hinâ	gâscă
sf	hincâ	pâlnie
sf	hindeki	groapă
sn	hinticu	lână ordinară
sf	hioli	ţipar
adj	hiopsu	mort - animal
sm	hioru	fior
sm	hioru	frison
sf	hioti	coamă
adj	hipsu	înfipt
adj	hiptu	înfipt
sf	hirâkinâ	mireasă - fig
sf	hirâkinâ	şoimană
sf	hirârilji	fierărie
sm	hiraru	fierar
vb 4	hirâsescu - mi	împuţina, v
vb 4	hirâsescu - mi	reduce, v
adj	hirburiu	fierbe repede, care
sf fpl	hiri	fire
sn	hiricu	firicel
vb 4	hirisescu - mi	evapora, v
vb 4	hirisescu - mi	împuţina, v
vb 4	hirisescu - mi	micşora, v
vb 4	hirisescu - mi	reduce, v
vb 4	hirisescu - mi	scădea, v
sf pl	hiritimati	complimente
sf pl	hiritimati	salutări
vb 4	hiritisescu	saluta, v
vb 4	hiritisescu	săruta, v
vb 4	hiritsescu - mi	îmbrăţişa, v
sf	hirotâ	mănuşă
vb 4	hirotunisescu - mi	hirotonisi - preoţi
sm	hirovico, hirovicadz	imn bisericesc ortodox
adj	hirtu	lacom
sf	hirturâ	fiertură
sn	hiru	fior
sn	hiru	fir
adv	hiru	nimic
sm	hiruryu	chirurg
sf	hisapi	socoteală
sf	histrâ	răzuitoare
vb 4	histrisescu	ţesăla, v
adj	hitru	abil
adj	hitru	descurcăreţ
adj	hitru	îndemanatic
adj	hitru	şiret
adj	hitru	şmecher
adj	hitru	viclean
sm pl?	hitu	filament - fir metalic
vb 4 aj	hiu	fi, v
sm	hiumânicu	pepene verde
sm	hiumunicu	pepene verde
vb 4	hiumusescu - mi	năpusti, v
vb 4	hiumusescu - mi	năvăli, v
vb 4	hiumusescu - mi	repezi, v
vb 4	hiupsescu	muri, v - animale
sf	hiurari	freamăt
sf	hiurari	înfiorare
sf pl	hiuri	durerile naşterii
vb 4	hiuvrescu - mi	friguri a avea, v
sf	hivadhâ	dulap în perete
vb 4	hivrescu	febră a avea, v
vb 4	hivrescu	friguri a avea, v
adj	hivrescu	friguri, apucat de
sf	hivriri	acces de friguri
adj	hivritu	atins de friguri
sf	hlamburâ	drapel
sf	hlamburâ	flamură
vb 4	hlâmbusescu	cufunda, v
vb 4	hlâpuescu	hăpăi, v
invar	hlio	călduţ
sf	hljearâ	lingură mare de lemn
sf	hljearâ	linguroi
invar	hljearâ	prostănac - fig
sm+f	hljinu	fin
adj	hljiushcu	căldişor
sf	hnoatâ	suflare
sf	hoarâ	sat
sf	hoardâ	sabie
sf	hoardâ	sfoară
sm	hogi, hogeanj	hoge
sm	hogi, hogeanj	preot turc
sf	honoatâ	suflare tare
sf	hopâ	clipă
sf	hopâ	dată
sf	hopâ	moment
sm	horhanu	curcan
invar	horhoru	termen la joc de copii
sn	horhutu	freamăt
adv	horyea	separat
sf	hrâblâ	tocitoare pt vin
sf fpl	hranâ	hrană
vb 4	hrânescu - mi	alimenta, v
vb 4	hrânescu - mi	hrăni, v
sf	hrao	bucurie
vb 4	hrâshtuescu	decapita, v
sf	hrâstii	inutilitate
vb 4	hrâxescu	cresta, v
sf	hrâxitâ	zori de zi
sf	hreami	cuvertură
sm fpl	hreanu	hrean
sn	hreu	datorie
sn	hreus	datorie
sf	hreusi	datorie
sf	hrii	latrină
sf	hrisafi	beteală
sf	hrisafi	fir de aur
sm	hriscu	argintar
sm	hriscu	bijutier
sm	hrisic	argintar
sm	hrisic	bijutier
sf	hrisicliki	argintar - meseria de
sf	hrismâ	miruire
sf	hrisozmâ	fir de aur
sf	hristii	inutilitate
sf	hristii	vrute şi nevrute
sf	hrisu-mulâ	catâr minunat
vb 4	hrisusescu - mi	auri, v
vb 4	hrisusescu - mi	mirui - fig
vb 4	hrisusescu - mi	polei
vb 4	hrisusescu - mi	străluci ca aurul, v
adj	hrisusitu	nepreţuit
vb 4	hriusescu - mi	îndatori
sf	hroa	bucurie
sf	hromâ	culoare
sm fpl	hromu	crom
sf	hrupâ	blândă - bube pe faţa pruncilor
sn	hrupu	ciob
sf	htapodhe	polip
sf	htibari	consideraţie
sf	htibari	credit
sf	htibari	stimă
sm	htizâ	necesitate
sm	htizâ	nevoie
invar	hu	şic
sf	huciudii	devotament
adj	hudumu	castrat
sm	hudumu	eunuc
vb 4	huescu	striga, v
sf	huftâ	pumn
sm	huge	hoge
sm	huge	preot turc
sf	hugiudii	angajament
vb 4	huhulescu	pipăi, v
sf	huhutâ	pisc de munte
sf	huhutâ	strigăt
vb 4	huhutescu - mi	arunca, v
vb 4	huhutescu - mi	chiui, v
vb 4	huhutescu - mi	răsuna, v
vb 4	huhutescu - mi	urla, v
vb 4	huhutescu - mi	vui, v
sf	hui	nărav
sf	hui	obicei urât
adj	huilâ	nărăv, cu
adj	huilâ	nărăvaş
sf	huke	caracter
sf	huke	fire
sf	huke	obicei
sf	huke arauâ	nărav
sf	huki(u)mati	tribunal
sf	hukimati	tribunal
adj	hulandaru	hoinar
vb 1	huledzu	certa, v
sf	hulerâ	holeră
vb 4	hulescu	admonesta, v
vb 4	hulescu	certa, v
vb 4	hulescu	huli
vb 4	hulescu	mustra
sf	hulii	fiere
sf	hulii	furie - fig
sf	hulii	vărsătură de fiere
adj	hulirosu	holeric
vb 4	huljisescu - mi	mânia
vb 4	huljisescu - mi	supăra, v - din fiere
vb 4	huljisescu - mi	varsa fierea în stomac, v
vb 4	hulusescu	mânia
vb 4	hulusescu	supăra, v - din fiere
vb 4	hulusescu	varsa fierea în stomac, v
invar	humba	înfulecare
sf	huncâ	loc adăpostit de vânt
adj	hundosu	adânc
sf	hundratâ	contract
sf	hundratâ	tratat
sn	hundruvenalu	ac mare
sf	hunerâ	dandana
sf	hunerâ	dexteritate
sf	hunerâ	păţanie
sf	huneri	dandana
sf	huneri	dexteritate
sf	huneri	păţanie
sf	huni	depresiune ca o pâlnie
sf	hunii	pâlnie
vb 4	hunipsescu	consuma, se, v
vb 4	hunipsescu	epuiza, v
vb 4	hunipsescu	înghiţi în sec, v
vb 4	hunipsescu	mistui, v
vb 4	hunipsescu	suferi, v
vb 4	hunipsescu	suporta, v
sm+f	hurhonjiu	soţ
vb 4	hurhulescu	deranja, v
vb 4	hurhulescu	fierbe în clocot, v
vb 4	hurhurescu	fierbe în clocot, v
vb 4	hurhurescu	forfoti, v
vb 4	hurhutescu	fremăta, v
sm+f	hurhutulashu	copil
sf	huricâ	sătuc
sf fpl	hurieti	democraţie
sf fpl	hurieti	libertate
sf	hurmai	curmală
sm	hurmă, hurmadz	curmală
sm	huro, huradz	horă
vb 4	hursescu	datora, v
sm+f	huryeanitu	consătean
sf	huryeatâ	separatism
sm+f	huryeatu	sătean
sm+f	huryeatu	ţăran
adv	huryiteashti	rustic
adv	huryiteashti	ţărăneşte
sf	hushafi	compot - specie de
sf	husuli	manieră
sf	husuli	măsură
sf	hutâ	şoim
sf	hutâ	vultur
sf	hutcâ	pasăre, soi de
sf	hutsâlji	prostie
sf	hutsami	prostie
sf	hutsâri	îndobitocire
vb 4	hutsăscu	deveni stupid
adj	hutsăscu	idiot
sm+f	hutsăscu	idiot
vb 4	hutsăscu	prosti, v
adj	hutsăscu	stupid
sm+f	hutsăscu	stupid
adj	hutu	buimăcit
adj	hutu	imbecil
adj	hutu	prost
sf	hutuli	streaşină
sf	huzmeti	afacere
sf	huzmeti	serviciu
sf	huzmeti	treabă
sf	huzmikearâ	menajeră
sm+f	huzmikearu	servitor
vb 4	huzmitipsescu	servi, v
vb 4	huzmitipsescu	sluji, v
vb 4	huzmitipsescu	trebălui
sf	huzuri	comoditate
sf	huzuri	repaos
sf	huzuri	tihnă
sf	huzuri	trai pe vătrai
vb 4	huzuripsescu	huzuri, v
vb 4	huzuripsescu	trăi fără griji
conj	i	sau
conj	i	şi
adv	ia	iată
conj	ia	sau
sm	iabangiu, iabangeadz	strămutat
sf	iacâ	guler
sf	iacmageai	şoim
sf	iadâ	iadă
sn	iadesh	pariu - gen de...
sn	iadets	pariu - gen de...
sf	iadirâ	iederă
sf	iadiri	iederă
adj	iadirishu	iederă, de
sn	iadish	pariu - gen de...
sf	iahnii	iahnie
sm+f	ialangiu, ialangeadz	mincinos
sf	ialani	minciună
sf	iamâ	jaf
sf pl?	iamâ	pâclă
sf	iamacâ	ibric
sf	iambulâ	cuvertură
sf	iambulâ	pătură
sf	iandzâ	naiba
sf	ianglâshi	eroare
sf	ianglâshi	greşeală
sm	ianitsaru	ienicer
sf	ianurâ	crâng
sf	iapâ	iapă
adv	iar	iar
conj	iar	iar
adv	iar	iarăshi
conj	iar	iarăshi
adv	iara	din nou
adv	iara	iar
adv	iara	iarăshi
adv	iara	încă o dată
sf	iarâ	iarnă
vb 4	iarâdisescu	aranja
vb 4	iarâdisescu	orândui, v
sm+f	iarâdisitoru	creator
sf	iaranâ	iarnă
sf	iaranlâki	curvie
sf	iaranlâki	prostituţie
sm+f	iaranu	amant
sf	iarbâ, (i)erghi	iarbă
adj invar	iarci	mic şi frumos
sm	iargi	iaurgiu, vânzător de iaurt
sf	iarnâ	iarnă
sf	iarră	iarnă
sm	iasamin	iasomie
sf	iascâ, ieski	iască
sm	iasimiu	iasomie
adj	iaspiru	perspicace
sf	iatâ	mamă
sn	iataganu	iatagan
adv	iavaş	agale
adv	iavaş	domol
adv	iave	iată
adv	iavea	iată
sm	iavriu	păsărică
sm	iazagi, iazageadz	notar
sm	iazagi, iazageadz	secretar
sf	iazâki	ruşine
sn	iboju	bozie
sm	ibozu	bozie
sf	ibrâsimi	fir de aţă răsucit
sf	ibrâsimi	ibrişim
sf	ibreti	exemplu
sf	ibreti	exemplu de teroare
sf	ibreti	groază
sf	ibreti	teroare
sn	ibricu	ibric
sf	ibrishimi	fir de aţă răsucit
sf	ibrishimi	ibrişim
adj	icano	capabil
adj	icano, icanadz	vrednic
conj	ică	sau
adv	ici	deloc
sf	icoanâ	icoană
sf	icri	icre
sm	icunaru	iconar - fabricant, vânzător
adj	icunomu	econom
sf	icunumii	economie
adj	icunumisearicu	econom
vb 4	icunumisescu	economisi, v
sn	icunustasu	iconostas
sm	icusaru	icosar - monedă
sf	iczari	citaţie
sf	idhei	idee
sf	idhiomâ	obicei
sf	idhisi	ştire
adj dem	idhiu	acelaşi
pron dem	idhiu	acelaşi
sf	idhiumâ	caracter
sm+f	idhololatru	idolatru
sm	idholu	idol
sm+f	idhropicu	hidropic - care suferă de hidropizie
sf	idhulatrii	idolatrie
sm+f	idhulatru	idolatru
sm	idhulu	idol
adj dem	idhyiu	acelaşi
pron dem	idhyiu	acelaşi
adj	idipsâzu	ticălos
vb 4	idusescu - mi	potrivi, v
sm	iedu	ied
sf	iehlâ	brad
adv	ieri	ieri
vb 1	iernedzu	ierna
vb 4+1	iesu	ajunge, v
vb 4+1	iesu	deveni, v
vb 4+1	iesu	ieşi, v
vb 4+1	iesu	termina, v
sf	ifculii	uşurinţă
vb 4	ifculipsescu	uşura, v
vb 4	ifhăristisescu	mulţumi, v
sf	ifhii	binecuvântare
sf	ifkeauâ	binecuvântare
sf	ifkii	binecuvântare
sf	iftihii	fericire
sf	iftinâtati	ieftinătate
sm	ihicatu	ficat
sm	iho	acompaniament
sm	iho	hang
sm	iho	ison
sf	ihtibari	consideraţie
sf	ihtibari	demnitate
sf	ihtibari	stimă
vb 4	ihtisescu - mi	ruina, v
vb 4	ihtisescu - mi	topi, v
sf	ihtizai	necesitate
sf	ihtizai	nevoie
sm	ihtiză, ihtizadz	necesitate
sm	ihtiză, ihtizadz	nevoie
sf	ihtrilji	duşmănie
sf	ihtrilji	ostilitate
sn	ihu	ison
invar	ikishdo	nu contează ce
invar	ikishdo	orice
sf	ilâcâ	ştergar, de lână
conj	ilea	sau
sf pl?	ileacâ	parte
sf	ileaci	leac
sf	ileagi	doctorie
sf	ileagi	leac
conj	ileakim	aşadar
conj	ileakim	dar
sf	ileami	sentinţă
sf	ileami	verdict
sf	ileani	sentinţă
sf	ileani	verdict
sf	ilecâ	ilic-vestă bărbătească
sf	ilei	şiretlic
sf	ileki	ilic-vestă bărbătească
sf	ileni	lighean
conj	ili	sau
sf	iliftirii	libertate
sf	ilikii	etate
sf	ilikii	vârstă
sf	iliumai	erudiţii toţi
sf	iliumai	intelectualitate
sf	iljeami	sentinţă
sf	iljeami	verdict
sf	iljeani	sentinţă
sf	iljeani	verdict
vb 1	iljedzu - mi	îngrăşa, v
vb 1	iljedzu - mi	rotunjire de şolduri, v
sf	ilji	şold
sf	ilmai	guler de vulpe
sm	ilmă, ilmadz	guler de vulpe
sf	ilpidhâ	speranţă
sf	imâ	mamă
sm	imamu	hoge
sf fpl	imani	credinţă
adj	imansâzu	infidel
adj	imansâzu	necredincios
adj	imbru	blând
sm	imbrucci, imbrucceadz	vameş
adj	imir	blând
sf	imirami	blândeţe
sf	imireatsâ	blândeţe
vb 1	imiredzu - mi	domestici, v
vb 1	imiredzu - mi	îmblânzi, v
vb 4	imiripsescu - mi	îmblânzi, v
sf	imirominii	dată
sm+f	imnaru	pedestru
sf fpl	imnatâ	mers
sf fpl	imnatâ	umblat
sf fpl	imnatâ	umblet
sn	imnaticu	mers
sn	imnaticu	umblat
sn	imnaticu	umblet
sn	imnatu	mers
adj	imnatu	umblat
sn	imnatu	umblet
sf	imnâturâ	umblătură
vb 1	imnu	merge, v
vb 1	imnu	umbla, v
sf	impetigâ	erupţie a pieli
sf	imuti	intenţie
sf	imuti	speranţă
sf	imzai	atestare
adj	inaci(u), inaceadz	irascibil
adj	inaci(u), inaceadz	supărăcios
adj	inagi, inageadz	irascibil
adj	inagi, inageadz	supărăcios
sf	inagilâki	irascibilitate
sf	inagilâki	îndărătnicie
sf	inagilâki	obstinaţie
adv	inanti	înainte
adj	inâtci, inâtceadz	mânios
sf	inati	mânie
sf	inati	obstinaţie
sf	inati	supărare
vb 4	inâtusescu	înfuria, v
adv	incanu	cel puţin
adv	inda	des
adv	inda	mereu
adv	indami	în ani
sf	indami	înfâţişare
sf	indati	ajutor
sf	indati	asistenţă - ajutor
adv	indihaki	hac, de
vb 1	indru	intra, v
vb 4	induescu - mi	îndoi, v
omu	Inglezu	Englez
sf pl	ini	fibre
sf	inii	brăzdar la plug
sf	inimâ	cord
sf	inimâ	curaj - fig
sf	inimâ	inimă
sf	inimâ	miez - fig
sf	inimâ	toi - fig
adj	inimarcu	curajos
adj	inimarcu	inimos
adj	inimarcu	întreprizător
adj	inimarcu	viteaz
adj	inimosu	curajos
adj	inimosu	inimos
vb 4	inimusescu	încuraja, v
sf	inimushi	inimioară
sf	injioarâ	inimioară
adv	inkeari	tăgadă
vb 4	inrâescu	mânia, v
vb 4	inrâescu	supăra, v
adj  f	insâ	egal
adv	insâ	egal
adv	insafi	destul
sf	insafi	fără măsură
sf	insafi	milă
sf	inshitâ	sfârşit
sf	inshitâ	terminare
sm+f	insu	ins
pron	insu	însushi
pron	insush	însushi
sf	intati	ajutor
sn	intiresu	interes
sf fpl	intratâ	intrat
sf fpl	intratâ	început
vb 1	intru	intra la apă
vb 1	intru	intra, v
vb 1	intru	pătrunde
vb 1	intru	penetra, v
vb 1	intru	strânge prin intrare la apă
sf	inurii	parohie
pron	io	eu
pron	io	mine
pron	io	pe mine
adv	iocu	nimic
sf	iodhoformâ	iodoform - antiseptic
sm fpl	iodhu	iod
pron	iou	eu
sf	ipâ	arşic
adj	ipaptu	suspect
sf	iparhii	eparhie
sn	ipatu	dorinţă
sn	ipatu	ficat
sn	ipatu	putere
sn	ipiryu	sculă
